code,plot,habitat,site,treatment,spec,species,genus,family,group,height,fweight,dweight,leafa,LDMC,SLA
644,D1SF,meadow,1,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,10,0.1752,0.064,7.067,0.36529680365296807,110.421875
645,D1SF,meadow,1,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,10.7,0.2645,0.1022,10.159,0.38638941398865784,99.40313111545989
646,D1SF,meadow,1,snowfence,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,12,0.2618,0.1047,10.352,0.3999236058059588,98.87297039159503
647,D1SF,meadow,1,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,2.1,0.0461,0.0126,0.973,0.27331887201735355,77.22222222222221
648,D1SF,meadow,1,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,2.2,0.0572,0.0142,1.293,0.24825174825174826,91.05633802816901
649,D1SF,meadow,1,snowfence,Silaca,Silene acaulis,Silene,Caryophyllaceae,F,1.6,0.0548,0.0129,1.806,0.2354014598540146,140
650,D1SF,meadow,1,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,4.4,0.0759,0.0297,4.429,0.391304347826087,149.12457912457913
651,D1SF,meadow,1,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,5.6,0.0427,0.0172,3.586,0.4028103044496487,208.48837209302326
652,D1SF,meadow,1,snowfence,Carvag,Carex vaginatum,Carex,Cyperaceae,G,3.6,0.0339,0.0107,2.045,0.31563421828908556,191.12149532710282
653,D1SF,meadow,1,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,7.5,0.1189,0.0456,4.124,0.383515559293524,90.43859649122805
654,D1SF,meadow,1,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,4.3,0.0758,0.0295,1.849,0.38918205804749334,62.67796610169492
655,D1SF,meadow,1,snowfence,Equsci,Equisetum scirpoides,Equisetum,Equisetaceae,F,2.9,0.0411,0.0162,0.945,0.39416058394160586,58.333333333333336
656,D1C,meadow,1,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,7.6,0.0647,0.0206,3.335,0.31839258114374036,161.89320388349515
657,D1C,meadow,1,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,7.2,0.1023,0.0359,5.491,0.3509286412512219,152.9526462395543
658,D1C,meadow,1,control,Baralp,Bartia alpina,Bartia,Orobanchaceae,F,5,0.0434,0.0146,2.954,0.33640552995391704,202.3287671232877
659,D1C,meadow,1,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,4.6,0.1984,0.0538,6.992,0.2711693548387097,129.9628252788104
660,D1C,meadow,1,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,5.6,0.1453,0.0406,4.919,0.27942188575361315,121.1576354679803
661,D1C,meadow,1,control,Bisviv,Bistorta vivipara,Bistorta,Polygonaceae,F,8.2,0.1735,0.0509,6.025,0.2933717579250721,118.36935166994107
662,D1C,meadow,1,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.2,0.0623,0.0252,3.389,0.4044943820224719,134.484126984127
663,D1C,meadow,1,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.7,0.0597,0.0251,4.685,0.4204355108877722,186.65338645418325
664,D1C,meadow,1,control,Carbig,Carex bigelowii,Carex,Cyperaceae,G,6.5,0.1599,0.0658,7.879,0.4115071919949969,119.74164133738601
665,D1C,meadow,1,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,12.2,0.5977,0.2353,25.22,0.3936757570687636,107.18232044198894
666,D1C,meadow,1,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,23,0.412,0.1579,16.683,0.38325242718446606,105.6554781507283
667,D1C,meadow,1,control,Sallap,Salix lapponum,Salix,Salicaceae,dS,17,0.6485,0.2641,21.612,0.40724749421742484,81.83263915183642
668,D1C,meadow,1,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,16,0.6009,0.1632,22.268,0.27159261108337496,136.44607843137254
669,D1C,meadow,1,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,10.3,0.1532,0.0405,4.51,0.2643603133159269,111.35802469135801
670,D1C,meadow,1,control,Equpra,Equisetum pratense,Equisetum,Equisetaceae,F,10.2,0.1299,0.0369,4.063,0.28406466512702083,110.10840108401082
671,D1C,meadow,1,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.9,0.0674,0.0216,2.989,0.32047477744807124,138.37962962962962
672,D1C,meadow,1,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.6,0.0413,0.0155,1.523,0.37530266343825663,98.25806451612902
673,D1C,meadow,1,control,Tofpus,Tofielda pusilla,Tofielda,Tofieldiaceae,F,2.7,0.0769,0.0243,3.196,0.3159947984395319,131.522633744856
674,D1C,meadow,1,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,7,0.1006,0.0378,3.443,0.3757455268389662,91.08465608465609
675,D1C,meadow,1,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,9,0.09,0.0372,2.797,0.41333333333333333,75.18817204301077
676,D1C,meadow,1,control,Trices,Trichophorum cespitosum,Trichophorum,Cyperaceae,G,6.8,0.0694,0.0271,3.704,0.39048991354466855,136.6789667896679
677,D1C,meadow,1,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,4.5,0.0561,0.0266,1.532,0.4741532976827095,57.59398496240602
678,D1C,meadow,1,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,4.5,0.0701,0.0326,1.772,0.4650499286733238,54.3558282208589
679,D1C,meadow,1,control,Andpol,Andromeda polifolia,Andromeda,Ericaceae,dS,2.6,0.0389,0.0193,1.709,0.4961439588688947,88.54922279792746
680,D1C,meadow,1,control,Cardio,Carex dioica,Carex,Cyperaceae,G,6.2,0.0295,0.0148,1.487,0.5016949152542374,100.47297297297297
681,D1C,meadow,1,control,Cardio,Carex dioica,Carex,Cyperaceae,G,6.2,0.017,0.0088,0.852,0.5176470588235295,96.81818181818181
682,D1C,meadow,1,control,Cardio,Carex dioica,Carex,Cyperaceae,G,5.2,0.0223,0.0105,1.255,0.47085201793721976,119.5238095238095
683,D1C,meadow,1,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,5.2,0.0252,0.0095,2.927,0.376984126984127,308.10526315789474
684,D1C,meadow,1,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,4.4,0.0347,0.0122,1.729,0.3515850144092219,141.72131147540983
685,D1C,meadow,1,control,Carvag,Carex vaginatum,Carex,Cyperaceae,G,5.4,0.0758,0.0272,6.181,0.3588390501319261,227.24264705882354
686,D1C,meadow,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.6,0.0656,0.0294,2.287,0.448170731707317,77.78911564625851
687,D1C,meadow,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,4.7,0.0419,0.0192,1.457,0.4582338902147971,75.88541666666667
688,D1C,meadow,1,control,Vacvit,Vaccinium vitis-idaea,Vaccinium,Ericaceae,eS,2.6,0.0848,0.0393,3.376,0.4634433962264151,85.9033078880407
689,D1C,meadow,1,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,5.5,0.0142,0.0055,0.683,0.38732394366197176,124.1818181818182
690,D1C,meadow,1,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.4,0.0174,0.0074,1.318,0.4252873563218391,178.1081081081081
691,D1C,meadow,1,control,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,2.3,0.0129,0.0045,0.611,0.34883720930232553,135.77777777777777
692,D1SF,meadow,1,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,4.6,0.0204,0.0066,0.858,0.32352941176470584,130
693,D1SF,meadow,1,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,3.1,0.0131,0.0048,0.568,0.36641221374045796,118.33333333333333
694,D1SF,meadow,1,snowfence,Hupsel,Huperzea selago,Huperzea,Lycopodiaceae,eS,3.6,0.016,0.0053,1.314,0.33125,247.9245283018868
